'NOFACTURA','FECHA','NOVENTA','RFCCLIENTE'
21712,13/08/14,295037,'CARS940604C19'
21713,17/06/14,447296,'FUMI930808F35'
21714,08/07/13,339895,'DOFF640414F39'
21715,18/02/11,280278,'VIVH990707V6'
21716,15/12/14,100808,'RAGA800415G31'
21717,06/12/12,227643,'GUAA690304A24'
21718,28/06/14,559897,'ROLM770823R32'
21719,27/03/13,406444,'CASJ010207C51'
21720,02/03/14,85398,'MAR900111YVN'
21721,06/12/16,286807,'SIS100611RMF'
21722,19/11/10,22379,'MAQL490318Q8'
21723,26/02/15,56109,'REVA061028R13'
21724,05/01/11,346324,'REAC660210A43'
21725,02/04/11,101509,'SUAA690328A20'
21726,17/05/15,72109,'GOSN441124S24'
21727,18/01/13,292594,'URCJ540506C41'
24093,07/04/17,297618,'URAC700303U48'
24094,25/02/12,180176,'NUAG890916N5'
24095,30/05/13,479620,'GIVI890710GIV'
24096,05/05/11,556939,'ARSN910523A59'
24097,27/04/12,297045,'JIND910912J47'
24098,04/10/14,12601,'DOYS520627Y25'
24099,16/02/10,303414,'DEGC870826D44'
24100,25/04/15,189421,'CRGD440426G33'
24101,27/07/15,230852,'ALVF430624V4'
24102,15/06/10,279296,'ARFH510815F9'
24103,07/07/11,148902,'MASG650720M15'
24104,26/04/12,352023,'PADI610606P40'
24105,28/05/10,28301,'SOSA770604S8'
24106,21/10/15,61119,'COAD071209COA'
24107,02/03/14,301737,'ALPM671117P16'
24108,12/02/11,191425,'CANI630225C8'
24109,10/03/15,465080,'BRNJ691018B8'
24110,16/08/12,248998,'ROCI670723ROC'
24111,25/04/16,137113,'GAOA040720G8'
24112,07/02/14,467116,'YEOJ951112Y55'
24113,18/10/11,541645,'CADJ020921C7'
24114,13/12/10,418650,'PRMA850206M59'
24115,24/08/10,419820,'ROGA671102G55'
24116,11/05/11,445553,'FEMH750724F2'
24117,31/03/16,293511,'DEVL700316V31'
24118,30/12/12,545147,'ALMR780405M22'
24119,23/02/16,542294,'ORDN990216ORD'
24120,27/02/13,363554,'BUAD670217B12'
24121,19/12/13,227520,'MOHJ721103H12'
24122,08/11/13,53015,'MABJ651209M51'
24123,27/05/11,57964,'MAVO690411V31'
24124,16/02/11,475405,'IBCC750212I19'
24125,08/01/16,215051,'ORSA840809O54'
24126,13/02/15,536955,'MAME810606M7'
24127,19/03/10,330547,'VICM981023V26'
24128,30/05/13,332912,'PAMI850615P38'
24129,19/02/13,38221,'BOME570620M12'
24130,23/07/13,503117,'PADL560628D18'
24131,01/11/12,34912,'ESBB600229ESB'
24132,27/08/14,9579,'CAMM730224C32'
24133,03/01/14,2175,'MAAV590410A1'
24134,06/08/14,461247,'OCNC670617O13'
24135,05/01/16,530120,'VIEI740721E45'
24136,10/10/15,19640,'ALAR800407A58'
24137,20/08/13,334395,'DIPP710825D41'
24138,11/03/16,391047,'BIB820125ZFZ'
24139,12/01/16,94264,'ALMV671124M7'
24140,27/02/12,308541,'LOAJ091020LOA'
24141,24/01/15,154740,'GAMG690609M16'
24142,07/12/12,38305,'GUFR570411F2'
24143,12/09/16,296986,'DEDJ751031D36'
24144,12/06/10,67268,'RAGM480913G41'
24145,20/03/12,379590,'HESV600531S12'
24146,11/07/13,170924,'SAVI581221V33'
24147,06/08/12,76408,'DECE450911C53'
24148,20/11/12,470696,'VESM600209S26'
24149,29/08/11,31004,'ALSG830907A56'
24150,06/09/15,14120,'GOVF630723G1'
24151,25/11/12,387899,'PIVE520814V49'
24152,16/04/15,446542,'DICE970524D27'
24153,15/02/13,173262,'SOMJ610724M47'
24154,13/04/12,65051,'CAVR781209CAV'
24155,06/09/14,331200,'HIEE741125E55'
24156,13/12/12,72509,'PEDJ650606P57'
24157,18/08/13,376473,'DEBR841220D27'
24158,20/04/15,240059,'DOGJ650926G24'
24159,02/07/12,383317,'NANA670328NAN'
24160,24/09/16,466929,'COFC701013F45'
24161,18/04/16,249560,'ESMA790821E4'
24162,08/12/15,147997,'MOFJ920109M27'
24163,06/06/11,191373,'GADI411006D58'
24164,02/09/10,61736,'GICP680331C2'
24165,26/03/14,552329,'SUSN711126S44'
24166,03/01/15,234148,'LOCM851108L32'
24167,15/01/13,134301,'VICT880327C32'
24168,05/04/14,180528,'COSA711007C36'
24169,12/09/15,369234,'PAUM491006U17'
24170,11/06/10,116839,'LOME421122M59'
24171,05/08/14,18952,'CARL811117R45'
24172,17/11/11,175795,'DICS610424C55'
24173,18/11/14,32552,'SAPM000609S13'
24174,09/07/16,103427,'PEFL871226F38'
24175,04/01/15,18035,'RAMT481105M15'
24176,15/07/14,128262,'PEMF900214M15'
24177,07/08/16,270308,'VIFN530502F29'
24178,12/06/13,558740,'CALL640924C26'
24179,23/02/12,554543,'ORFI690424F36'
24180,08/11/15,64896,'SUCG060715S32'
24181,28/08/15,386349,'VAVO681005V57'
24182,03/11/12,301163,'MOAH900412M19'
24183,21/01/14,447756,'SOGL541224G32'
24184,24/06/16,559496,'RAAL800322A18'
24185,29/09/13,248705,'HEAJ551024A4'
24186,22/06/10,463956,'PRO080130UGW'
24187,09/02/16,104759,'RUGE890423G55'
24188,01/10/12,242427,'HIOA071018H20'
24189,14/07/15,73665,'HEII781102H42'
24190,13/11/16,191581,'LESA990213L48'
24191,07/01/13,244854,'POPF071119POP'
24192,06/05/12,441768,'HEUD470606U5'
24193,01/03/12,181559,'MAMG760916M10'
24194,07/09/15,188690,'CAMJ630916M15'
24195,18/10/12,4605,'LOBM610916B9'
24196,30/06/15,268220,'ESMM811023E53'
24197,14/02/12,26378,'CACL900821C18'
24198,07/01/15,118104,'SER931215DSO'
24199,11/10/15,248094,'ORPE700205P38'
24200,16/07/12,354611,'VADV651023V42'
24201,24/07/14,302805,'DENA511113N30'
24202,07/09/16,42841,'FEAJ800903F14'
24203,03/12/13,136096,'COOJ450629O4'
24204,01/05/15,156999,'SOVT620918V16'
24205,23/02/14,163358,'ALCV480407C37'
24206,21/04/10,524874,'BORF020129B45'
24207,08/06/11,193888,'GOVM770814G6'
24208,27/02/16,363522,'JICG730406J47'
24209,19/04/15,517014,'MOSC970719M26'
24210,03/07/16,433095,'VELG880512V44'
24211,28/06/16,25245,'IBVM581025V47'
24212,03/09/14,110475,'ORVE860816O32'
24213,16/01/15,368787,'HERA431108R54'
24214,13/07/11,349853,'RADR610517R20'
24215,13/05/10,60680,'DIFG800213F11'
24216,16/01/16,114655,'AGES550919E23'
24217,16/05/14,182636,'MIQP920803M46'
24218,17/05/12,147816,'CEN940925YQN'
24219,13/02/10,217786,'CACC020221C18'
24220,22/05/14,314250,'NEEA981017N50'
24221,04/07/11,559806,'CRDD870204D17'
24222,06/02/15,324414,'HIHV650223H27'
24223,24/05/12,92903,'IGSJ680928S45'
24224,28/04/13,44687,'BLCG630905C29'
24225,08/04/13,63972,'RACU690509C32'
24226,17/07/12,25758,'RUPP800928R5'
24227,17/10/16,524999,'RUGE460102G20'
3355,13/05/16,203022,'BEUJ660922B12'
3356,27/11/12,401527,'FEPI970515F12'
3357,18/01/15,159869,'MAGA681120MAG'
3358,07/05/14,107033,'DOAH620910A12'
3359,14/02/11,467131,'CADR820427C41'
3360,02/11/15,190921,'PENL711228N13'
3361,10/09/16,516723,'VECJ841008C40'
3362,07/11/14,168545,'SAFE081029SAF'
3363,05/08/10,224512,'BRMR820713M56'
3364,03/10/12,211414,'CACL530818C38'
3365,04/02/10,291713,'GODE030818G36'
3366,26/12/13,233442,'CAPJ851220C59'
3367,11/10/15,465539,'TAT071214AZD'
3368,23/08/15,220371,'SANA640305N44'
3369,20/05/11,349000,'ESGX651023E38'
3370,05/10/16,183994,'ALSL731109A24'
3371,12/09/11,359713,'ULMN650514M19'
3372,06/05/13,371596,'SABM920416S5'
3373,08/05/11,544008,'PIDA620222D27'
3374,18/06/15,168989,'PAVN680619P7'
3375,20/11/11,520373,'PIGD480907G28'
3376,07/12/12,109399,'VAMA620904M39'
3377,12/07/15,388369,'VEOG990809V14'
3378,26/11/15,166364,'GAAE710204G33'
3379,16/02/12,83446,'MOMM640605M30'
3380,04/08/11,68483,'BRMA600413M22'
3381,10/12/13,25596,'PRPM771111P11'
3382,04/12/14,530902,'RAAL810327R53'
3383,16/08/10,552209,'CALI950517C27'
3384,12/06/14,493528,'SAVF860513V30'
3385,03/04/15,134989,'PAAC620511A23'
3386,26/10/11,451688,'PARN690522PAR'
3387,07/04/14,401028,'PIGR700524G29'
3388,15/06/14,454458,'ALLM061225A40'
3389,15/10/11,497041,'DUMJ990731D13'
3390,03/06/12,210902,'MOFS900720M52'
3391,21/02/16,376992,'CABL770611C22'
3392,07/01/14,285038,'GAMN780215G12'
3393,06/06/13,547639,'SODV881114S21'
3394,10/08/11,111377,'BRDJ100910B46'
3395,02/10/11,190090,'COLN680317L29'
3396,03/08/14,359048,'QUGD570611G58'
3397,12/06/14,229323,'MOHM681122H37'
3398,25/07/16,293707,'PRLS790309P22'
3399,18/08/12,110594,'SACM850701C15'
3400,04/08/15,391871,'NK 821113EGS'
3401,21/03/16,284239,'CARD620420C0'
3402,20/02/14,425861,'SAVE830315V10'
3403,16/03/13,15823,'TAL780824TAL'
3404,24/01/14,485030,'PRCA410702C4'
3405,10/06/13,556308,'ESBM090713E19'
3406,21/06/12,35266,'QUDJ090421Q48'
3407,24/10/10,307062,'GUGE900407G45'
3408,22/11/13,161198,'SABH830624S46'
3409,29/10/10,165413,'NEGV911123N11'
3410,26/02/10,208665,'GUPN531030P11'
3411,07/05/15,477898,'GAAJ851121G8'
3412,26/05/13,173968,'UTO920412LPN'
3413,13/02/15,21672,'GUVE610528V10'
3414,11/08/13,139257,'DEDC640614D21'
3415,11/10/14,260337,'ESMJ701103E32'
3416,16/04/13,432615,'ORCW621105C6'
3417,18/05/11,119896,'GUSA501011S0'
3418,06/10/10,377739,'SASM660723S1'
3419,02/07/12,504835,'LOVI841117LOV'
3420,15/03/12,154788,'OLSR480218S41'
3421,12/03/17,463275,'GUCJ020317GUC'
3422,08/06/10,43340,'NUMS921031N32'
3423,18/11/11,529315,'SABG670328S17'
3424,26/03/16,274778,'HEME990619H26'
3425,29/01/15,379094,'PIGM840726PIG'
3426,03/07/11,405323,'VAAB541214A57'
3427,19/02/16,198881,'FIPJ770206F39'
3428,08/04/14,377274,'DIPC530515P8'
3429,14/10/10,400613,'GOCG720607G19'
3430,02/08/12,276100,'GAJG830830G31'
3431,24/01/16,440048,'GAMT670705M11'
3432,24/04/14,61320,'GASM640414G17'
3433,10/02/10,270850,'MOSD820730M28'
3434,21/05/15,230028,'LOMT540126M10'
3435,20/07/16,150222,'NEDJ700408D3'
3436,15/09/16,234039,'NAVG661224V1'
3437,01/09/14,158850,'HEDE810919H8'
3438,19/04/14,205061,'GAUU880615U18'
3439,29/07/16,453140,'SCP920317IBH'
3440,30/03/15,293855,'GAML000429G50'
3441,20/01/14,303958,'COMO630517M34'
3442,29/05/14,544462,'PRVN520128V28'
3443,31/05/14,235501,'DIR980226SYI'
3444,05/02/16,131158,'REVM821112V32'
3445,21/06/11,312271,'FUMP680621M14'
3446,06/07/13,544369,'AGME551228M58'
3447,14/07/10,154275,'MOVI580726V21'
3448,04/03/12,39154,'PRDS450624D17'
3449,12/08/13,431005,'RERA850726R34'
3450,02/02/12,432995,'ALCT981012A59'
3451,24/07/16,222525,'LOVD740214LOV'
3452,19/09/10,279187,'MAIE880217M45'
3453,11/06/14,428529,'FRLE490715L44'
3454,15/04/14,205841,'SAMR660516M14'
3455,11/01/15,322370,'MAAJ090601M24'
3456,31/01/11,8200,'ULVF430209V26'
3457,18/10/10,344294,'DECN710911C6'
3458,27/12/14,359686,'COGP610903G11'
3459,28/08/15,430798,'SAPG020810S31'
3460,08/03/12,271722,'ALDR640324A42'
3461,17/02/15,552790,'ORVA430325V9'
3462,01/05/15,432927,'ARPP710907A34'
3463,29/09/14,31902,'MAVE650213M7'
3464,28/09/16,248866,'BOEE740827B46'
3465,02/08/12,320634,'ORFD540204F28'
3466,01/06/12,114664,'BRFS700611F1'
3467,30/11/12,334317,'MOMC480320M39'
3468,02/03/10,316343,'GUGM791023GUG'
3469,18/11/13,72237,'SAVE600906V10'
3470,09/05/11,390297,'GAME870804G43'
3471,01/01/14,382587,'COLB840731L40'
3472,03/01/16,449185,'REGA100629R59'
3473,03/10/15,355336,'MAST790716S31'
3474,14/04/15,189548,'PISG620424P46'
3475,22/01/10,24267,'NUSJ660605S13'
3476,13/06/15,84249,'DOFD810625DOF'
3477,30/11/16,550018,'COVC030503COV'
3478,05/09/15,157399,'SAMF770524M29'
3479,13/12/13,87360,'FUPE790226F25'
3480,31/01/13,368853,'SACS540305C19'
3481,21/03/14,153892,'ARRA840207A22'
3482,21/01/14,438416,'GADE820629G47'
3483,11/11/10,385798,'SOCS820706C41'
3484,10/06/14,126821,'SOVA881110V37'
3485,09/09/15,38603,'MAJS010302M26'
3486,27/08/12,385668,'LODL490526D44'
3487,06/02/16,328546,'GUMJ740219G42'
3488,17/07/10,217341,'DEHA081129D6'
3489,13/09/15,364715,'FRPA791031P57'
3490,18/08/16,182534,'OLUG781118O38'
3491,27/12/15,837,'MANP630921N40'
3492,12/10/16,165612,'SASJ620226S37'
3493,29/11/10,43710,'HEGO780101H36'
3494,25/10/14,282324,'COLH460222L25'
3495,12/12/14,539011,'VAMC831108V37'
3496,03/09/12,366341,'SORS730316S46'
3497,11/02/16,372914,'VEMA720423V37'
3498,04/02/11,287128,'PADM721009P32'
3499,04/05/14,292406,'GOPI820210P36'
3500,14/07/12,400625,'ANGF630928G52'
3501,28/06/10,177244,'FLGA670804G36'
3502,27/06/10,553219,'MAME620514M17'
3503,07/07/14,382681,'NEGJ661118G2'
3504,05/06/10,204880,'SAEI851025S5'
3505,16/07/14,396008,'MAT991015RFS'
3506,01/10/15,247101,'MAIF900226M34'
3507,16/02/12,19298,'ALGD950326A53'
3508,23/11/15,399313,'MARU050324M38'
3509,13/02/11,560338,'MACO050517M38'
3510,01/03/16,291976,'LEMF030606LEM'
3511,02/10/14,22192,'COCD600321C19'
3512,25/02/13,447589,'CAUN811221C22'
3513,23/12/13,126969,'VECE550606C16'
3514,15/01/12,311314,'MOSP821109S23'
3515,03/07/11,53170,'FRFL630917F3'
3516,11/05/16,464588,'ROLA800829R20'
3517,25/01/12,128603,'ROGI430915G36'
3518,17/06/11,348768,'ALVJ870329ALV'
3519,17/02/11,533045,'HEPE570808P34'
3520,03/01/16,12453,'ALDA560107D51'
3521,25/03/12,99089,'COLN660528L30'
3522,02/11/15,452241,'BREJ480704E18'
3523,28/12/13,231653,'PILM921019P57'
3524,03/11/13,102977,'CASN081020C25'
3525,14/08/13,112763,'ARMH610303M4'
3526,01/10/10,7009,'NEDM870519D15'
3527,06/08/12,453259,'SADJ721123D32'
3528,01/08/15,395651,'JIAM030515J24'
3529,20/12/10,255621,'COVK750303COV'
3530,28/09/16,243976,'JUGV650712G42'
3531,30/03/16,107907,'JES981109ZOM'
3532,30/04/12,115383,'ROPE781228R19'
3533,14/06/11,559051,'ESFL670907F51'
3534,30/11/16,286839,'VANS681109N52'
3535,13/12/16,234686,'DEDL450603D27'
3536,20/04/14,38503,'PAPA600202P45'
3537,21/04/11,274328,'JUNJ960112J55'
3538,20/06/13,10824,'COSR010221C33'
3539,06/05/15,371778,'PIFH410202F53'
3540,28/11/11,542222,'ROCR711008ROC'
3541,18/01/13,474709,'GAOF620610GAO'
3542,11/01/15,353747,'HIMA030423H21'
3543,20/08/10,379325,'SAVA870816V32'
3544,09/11/13,234893,'GOPA730730G29'
3545,05/08/11,157693,'GOBI000928G6'
3546,27/06/12,484425,'CAUG850512C44'
3547,27/08/16,284796,'LLMJ670929L28'
3548,14/09/13,416975,'AGJJ600720A24'
3549,20/04/11,162358,'VEPE770702P37'
3550,24/09/16,8621,'SIGV930725S43'
3551,09/12/14,206279,'GUCR780110C33'
3552,01/04/12,217542,'FEFR900925F5'
3553,13/05/14,181826,'NAVV860101V40'
3554,20/11/10,162470,'ALGR900902A36'
3555,28/10/12,401551,'INS021009IIW'
3556,04/10/13,94635,'GOGI850822G47'
18773,26/10/14,459942,'PAPV601218P29'
18774,19/04/10,418285,'PALO750124PAL'
18775,19/01/17,562031,'PISS790603S12'
18776,26/08/10,142901,'FEGS660424F36'
18777,09/03/10,544318,'MORS480311R25'
18778,26/03/11,87990,'DEGL660331D39'
18779,18/06/10,452609,'DOLA600818D38'
18780,01/04/12,397522,'HEGJ631226H59'
18781,10/07/11,490374,'NEMF860527N57'
18782,27/05/16,416847,'SOHE461109H18'
18783,25/09/12,545508,'MESA460424S46'
18784,19/09/14,524105,'VARM670527R39'
18785,29/11/12,472746,'DISA600723S51'
18786,01/10/10,64554,'BOMJ730725B3'
18787,04/08/12,246368,'ALUV730507A26'
18788,01/05/14,375470,'NASM641120N8'
18789,25/03/14,311023,'CAGE060913C22'
18790,19/07/13,100316,'NUAU720404N50'
18791,12/11/10,15478,'DIN661215DIN'
18792,08/04/11,501497,'MASL711230M34'
18793,15/06/15,481121,'FIEJ870314FIE'
18794,22/11/15,118656,'GOLK930207G18'
18795,05/08/15,315970,'GAMC781116G12'
18796,04/01/17,394200,'HIVA490812V29'
18797,30/12/11,184458,'CAMM490522M3'
18798,29/12/13,336694,'GACA630526C9'
18799,04/01/15,112422,'ALGE060515A42'
18800,05/09/12,554212,'PABM830507P55'
18801,11/01/14,321403,'SAMJ781110M34'
18802,19/11/15,547509,'MASA051030M29'
18803,25/03/13,126465,'MARE740911R22'
18804,02/12/16,429360,'DEGI030827DEG'
18805,13/12/15,21445,'LEAA661106L11'
18806,06/09/14,395997,'MOAM790329M2'
18807,08/12/10,69050,'SOCF820920SOC'
18808,22/07/15,65499,'ALDM651124D34'
18809,02/06/13,78503,'JUJR880213J9'
18810,18/10/13,284427,'FUVE610615F4'
18811,16/03/10,74708,'MAPR920309M38'
18812,06/08/10,486603,'EST830607RKQ'
18813,25/04/13,404996,'ULAA670305ULA'
18814,20/04/14,199956,'GIMG580702M17'
18815,08/07/14,161680,'ORAE731130O8'
18816,31/07/16,275197,'GUMM730622GUM'
18817,31/08/14,174310,'MOMK700617M6'
18818,20/03/15,179756,'GISA480908S24'
18819,27/09/12,150291,'ULCC501012C26'
18820,19/01/15,267635,'HISD690316S37'
18821,13/09/15,138838,'ANMJ780802ANM'
18822,25/04/13,300107,'DOLJ850219D21'
18823,01/09/11,324453,'CACV590730C26'
18824,12/10/11,307163,'GAFM650217F55'
18825,27/10/13,236084,'MAGJ620924G4'
18826,24/10/14,205408,'LOCJ010205L54'
18827,12/10/10,183807,'DUCJ630225C29'
18828,24/08/14,169236,'BEUB660802B4'
18829,24/01/15,386511,'AGUL080724A48'
18830,09/08/16,435400,'ESCH750723C2'
18831,01/08/14,218856,'GODM560104D37'
18832,26/10/15,225451,'SACR060322S49'
18833,22/03/17,330263,'VIGG710909V52'
18834,30/07/14,429418,'MEAJ760915MEA'
18835,07/04/13,192345,'GOPN971107G59'
18836,23/03/17,285044,'IZOP620215I19'
18837,13/09/15,107166,'DICA000106D23'
18838,08/06/15,301571,'BLGJ810811B32'
18839,30/08/11,23312,'GRU950504TDD'
18840,24/03/14,563378,'GOFM000604GOF'
18841,03/12/11,67909,'ALPR640318P58'
18842,20/07/12,119409,'CEMS500314M33'
18843,12/05/13,203281,'ALFA910420A36'
18844,16/01/10,97579,'MOLD740628M41'
18845,09/08/11,181261,'JOSM680305S45'
18846,16/11/15,387815,'CABI630418B33'
18847,10/03/12,194490,'MAN900314TBM'
18848,22/08/11,181216,'CAL880120GOE'
18849,21/12/13,145745,'ARRE900324R52'
18850,25/01/13,151948,'MAMA720813M37'
18851,06/12/16,199259,'MOLR101005M17'
18852,15/08/14,550171,'MOLE650809L55'
18853,06/05/13,531171,'ORAL650324O38'
18854,08/01/10,302891,'MIRM100102M13'
18855,05/07/15,71352,'GUBJ890209B6'
18856,13/01/14,432749,'HEDT750906H35'
18857,12/11/16,538463,'ROCL001106R12'
18858,24/10/15,262551,'CRSA490918S41'
18859,09/02/16,274074,'VAVL750106V7'
18860,28/11/15,538769,'FIOV990321F12'
18861,18/11/14,95259,'GAGJ470628G40'
18862,23/02/12,455796,'NIGA640516G48'
18863,02/03/14,77434,'DECI850803D52'
18864,10/10/15,430228,'RAMS630818M34'
18865,21/08/13,506550,'PARK630829P49'
18866,12/07/16,451528,'MARF790728M32'
18867,12/07/15,162272,'PISG740731P25'
18868,08/12/16,126649,'ASLE790710L43'
18869,20/10/12,153528,'SAMJ640927M56'
18870,10/08/15,287142,'ESVD791022V41'
18871,06/09/11,189765,'JIVI640409V37'
18872,26/11/12,367867,'DEHD831201D37'
18873,05/03/13,105950,'PRMC620809M35'
18874,29/01/15,465569,'CAET561018E32'
18875,30/10/11,197876,'ANMM501209M30'
18876,09/06/16,557825,'CAMR840828M57'
18877,01/05/13,297525,'OLBE730424O29'
18878,26/09/14,405870,'SARV691204R43'
18879,07/12/11,76029,'SADL080419S29'
18880,13/03/16,241173,'SAFM480219F19'
18881,14/12/16,441806,'LODE531221D42'
18882,30/10/10,146613,'GIMD820505G19'
18883,02/04/15,493129,'PEUN610422U57'
18884,06/10/12,258508,'SOUA620708U11'
18885,12/07/10,424273,'GOSI610410G37'
18886,28/07/11,276464,'VALA500915L55'
18887,07/11/16,335953,'DUPG800827D0'
18888,20/12/15,317971,'MACI980621M51'
18889,12/03/15,159481,'JOUS030713J22'
18890,06/12/16,489423,'ESCM780312C31'
18891,29/10/11,201090,'MAPM730210MAP'
18892,20/05/16,347522,'RAGP941117R42'
18893,09/02/17,462395,'FROD730502O12'
18894,06/12/15,12027,'DELJ621005L31'
18895,07/09/15,13345,'CAGA660321C23'
18896,23/04/14,161920,'GUSD030522G4'
18897,30/05/11,261366,'MER951103AYL'
18898,07/12/10,296246,'DOLA800423L33'
18899,19/03/13,146531,'ALNM481230N13'
18900,18/02/15,267941,'ESMF510510M36'
18901,16/10/10,176660,'ZUCJ560710C59'
18902,30/10/13,5636,'MOAJ600629A43'
18903,18/12/13,212776,'MOJL071006MOJ'
18904,10/03/10,466304,'DEPA420115P25'
18905,14/07/16,225889,'GUCR900915GUC'
18906,10/10/13,186121,'NAAE470818A25'
18907,29/05/13,478365,'BULI650814L11'
18908,11/07/16,161820,'CRHA731114C31'
18909,19/09/10,217343,'ARBR780319A33'
18910,20/11/11,531711,'FEAI610127A53'
18911,30/06/16,91205,'RUVL720314V7'
18912,03/01/12,479481,'VACA780402C4'
18913,20/11/13,328525,'ORME730315M58'
18914,11/11/13,445691,'MERM100424M57'
18915,24/01/11,356381,'DENJ800606D46'
18916,04/01/11,310700,'CET910517AFS'
18917,29/10/15,303052,'DEME021227DEM'
18918,01/07/16,388435,'HIGG840417H19'
18919,25/04/17,515508,'MALE050405MAL'
18920,12/02/17,457664,'PRVA550428V27'
18921,02/05/13,308248,'HIVF610226V59'
18922,05/02/11,433199,'PORE900623R33'
18923,21/11/10,103169,'UBOJ521012O35'
18924,28/12/13,259384,'SUSM740523S27'
18925,02/09/14,57493,'PAMM800725P52'
18926,03/11/12,527079,'VEAY091104V24'
18927,01/10/14,275487,'NEDA070616N44'
18928,29/12/13,482666,'ESVH061105E53'
18929,08/09/12,168229,'GOFH610323G24'
18930,21/04/13,57520,'VIDK040226V2'
18931,05/01/12,115465,'LOMM650508M26'
18932,03/01/15,213085,'BASI690630S26'
18933,26/07/13,183571,'COSA481027S48'
18934,23/05/13,79140,'JUDC880606JUD'
18935,09/08/15,360328,'FUSL651114S43'
18936,02/11/10,383268,'JICE560510C31'
18937,16/09/10,302574,'VIDO660209D17'
18938,30/11/16,88486,'DELI490809L48'
18939,07/07/16,104196,'COSC990507COS'
18940,04/08/10,252368,'CAVS861005V15'
18941,27/11/16,527038,'BRQD791021B30'
18942,02/04/10,225997,'GUBI680804G57'
18943,08/10/10,333669,'GOMJ690620M41'
18944,08/01/16,34959,'BEML850318BEM'
18945,11/06/13,233908,'NEJS570429J36'
18946,13/04/14,104556,'ALFA760416F38'
18947,26/06/10,472240,'HEDB410816D6'
18948,24/07/12,450866,'MORJ810317M16'
18949,19/02/11,229540,'PERD620622PER'
18950,11/03/12,82847,'SASS720511S13'
18951,02/07/11,444756,'PAGA841129G43'
18952,12/05/15,90177,'CAGG780215C50'
18953,01/12/10,379727,'SUNS030716SUN'
18954,29/01/11,392064,'NEMD800409M36'
18955,23/09/13,267917,'GOOI570412O24'
18956,13/09/10,145251,'MACA961015M56'
18957,16/09/16,49195,'COFT600303F55'
18958,13/04/10,530525,'NICA611030N19'
18959,16/08/10,95858,'PECH830101P49'
18960,09/01/14,321203,'PRSM640428P34'
18961,09/04/11,28949,'PECO020220PEC'
18962,23/05/14,182391,'SOAI940123S42'
18963,24/05/14,553689,'DEOM880330DEO'
18964,27/01/16,72311,'ALMI000821A5'
18965,23/09/11,230905,'MARG500502R15'
18966,16/12/16,363698,'ALPC650322P47'
18967,17/05/13,5801,'ABJA680329A54'
18968,22/09/16,388180,'BRPA640306B2'
18969,06/07/16,75665,'GUHE660717GUH'
21728,20/02/11,21596,'IGL840124GMV'
21729,13/09/10,346075,'BONE460528N33'
21730,24/03/13,254368,'VAR640502VAR'
21731,04/12/12,21987,'VADA040430V19'
21732,02/06/11,206942,'PIHM500809H48'
21733,24/09/12,202491,'DERI910512D26'
21734,17/06/12,37969,'RODI650216R16'
21735,02/06/14,331650,'IZOU710405I7'
21736,20/08/12,216142,'ALPA741020ALP'
21737,09/07/11,440164,'MASG640415M50'
21738,18/08/14,328754,'DEDN730704DED'
21739,21/03/15,319485,'SOCD531026C51'
21740,27/09/10,244683,'CRPL670629P24'
21741,22/11/14,562735,'AGGA820831A38'
21742,31/01/13,56931,'VAVA530804V9'
21743,09/05/12,83528,'LUCA400904C26'
21744,15/05/11,128362,'GORA790227G6'
21745,03/10/10,109477,'PECV481112C20'
21746,05/04/15,476571,'CACA010119C15'
21747,19/10/16,435925,'PEPE861113P42'
21748,25/05/15,368703,'ALVJ071117ALV'
21749,20/07/14,333508,'CASE030329C17'
21750,26/08/16,21167,'HEFO910618H39'
21751,30/09/10,383699,'HICD620329C32'
21752,04/12/14,546138,'NASL630120S34'
21753,11/05/16,30822,'PAPG000514P8'
21754,11/11/13,377723,'LOZT590412Z31'
21755,01/08/16,432425,'GUCM611222C11'
21756,02/10/11,298742,'SOSU940109S21'
21757,31/10/15,259578,'VIGG840819VIG'
21758,19/02/11,305324,'ALCC921220A24'
21759,17/03/14,203561,'ABCO550227C10'
21760,20/10/10,559801,'CERE490711R2'
21761,07/09/10,47744,'ANON020908A12'
21762,17/01/13,556243,'MACF650606C6'
21763,18/01/15,319194,'GAEA661022E13'
21764,21/01/11,51559,'CAFJ650309F1'
21765,30/05/13,478173,'JIIA040422J46'
21766,09/10/15,200264,'MADJ511227D48'
21767,26/09/13,416123,'LOPP721110P11'
21768,19/01/11,416838,'COGM641207G37'
21769,30/11/10,102416,'PRFA880605P41'
21770,18/03/11,50438,'VEGC750415G33'
21771,25/11/15,366235,'CONP680615C30'
21772,09/11/15,141023,'DEIA901024D45'
21773,12/05/16,559593,'GUUR680404U38'
21774,13/10/12,210303,'HEME480303M25'
21775,29/06/10,524981,'VIBJ680522V22'
21776,29/11/15,239883,'JOPC680214P32'
21777,01/05/13,18380,'MALI090727M6'
21778,17/07/15,324433,'ZUMA671021M33'
21779,24/05/10,227532,'HECC450317C37'
21780,26/07/10,161052,'JICU740420J10'
21781,06/01/16,40513,'TEL830510BPW'
21782,22/07/14,216345,'MOJE580305J19'
21783,26/08/16,397192,'MAAR630924M19'
21784,01/07/10,105254,'CAGF790710C52'
21785,28/10/16,385161,'MAJE551219J26'
21786,08/04/14,50088,'INS840311RAB'
21787,09/11/12,359727,'NUGM680424G0'
